time,price,bid,ask,spread,volume,last_trade_price
1,100.0,99.84,,,0,
2,100.0,99.84,,,0,
3,100.0,100.51,101.77,1.259999999999991,0,
4,101.77,101.79,102.65,0.8599999999999994,1,101.77
5,101.77,101.85,102.65,0.8000000000000114,0,
6,101.77,101.85,102.65,0.8000000000000114,0,
7,102.65,101.85,102.65,0.8000000000000114,5,102.65
8,100.64,101.1,101.31,0.21000000000000796,8,100.64
9,100.64,101.1,101.31,0.21000000000000796,0,
10,101.31,102.3,102.65,0.3500000000000085,1,101.31
11,102.65,102.67,,,9,102.65
12,103.1,104.01,,,1,103.1
13,103.1,104.01,,,0,
14,103.1,104.57,,,0,
15,103.1,104.57,,,0,
16,104.42,105.5,,,1,104.42
17,103.68,105.46,,,5,103.68
18,102.14,105.46,,,3,102.14
19,102.14,105.46,,,0,
20,104.33,105.09,,,9,104.33
21,106.04,106.55,,,4,106.04
22,105.54,106.54,,,4,105.54
23,105.34,106.54,,,2,105.34
24,105.18,106.34,,,13,105.18
25,105.01,106.34,,,3,105.01
26,104.83,106.34,,,3,104.83
27,104.84,106.06,,,7,104.84
28,104.24,105.85,,,5,104.24
29,104.24,105.85,,,0,
30,104.24,105.85,,,0,
31,104.24,105.85,,,0,
32,104.29,105.24,,,13,104.29
33,103.41,105.24,,,11,103.41
34,103.57,105.24,,,6,103.57
35,103.75,105.09,,,7,103.75
36,103.67,104.74,,,5,103.67
37,103.81,104.74,,,8,103.81
38,103.38,104.74,,,14,103.38
39,103.38,104.74,,,0,
40,103.38,104.74,,,0,
41,103.38,104.74,,,0,
42,103.38,104.74,,,0,
43,103.84,104.74,,,1,103.84
44,103.12,104.74,,,3,103.12
45,103.12,104.74,,,0,
46,101.68,104.32,,,5,101.68
47,102.9,104.23,,,11,102.9
48,102.9,104.23,,,0,
49,102.9,104.23,104.81,0.5799999999999983,0,
50,103.55,104.23,104.69,0.45999999999999375,1,103.55
51,103.55,104.23,104.69,0.45999999999999375,0,
52,104.23,104.23,104.69,0.45999999999999375,2,104.23
53,104.23,104.23,104.69,0.45999999999999375,0,
54,104.69,104.23,104.81,0.5799999999999983,4,104.69
55,104.81,105.41,106.15,0.7400000000000091,8,104.81
56,106.28,107.28,108.63,1.3499999999999943,7,106.28
57,108.63,109.56,109.82,0.2599999999999909,4,108.63
58,109.82,110.27,,,8,109.82
59,109.32,110.32,,,5,109.32
60,108.82,110.32,,,1,108.82
61,108.82,110.32,,,0,
62,108.32,110.32,,,1,108.32
63,108.32,110.32,,,0,
64,108.57,110.32,,,3,108.57
65,108.57,110.32,,,0,
66,108.57,110.32,,,0,
67,109.71,110.61,,,1,109.71
68,109.71,110.61,,,0,
69,109.21,110.51,,,3,109.21
70,108.71,110.51,,,1,108.71
71,108.71,110.51,,,0,
72,108.71,110.51,,,0,
73,108.71,110.51,,,0,
74,108.71,110.51,,,0,
75,108.71,110.51,,,0,
76,109.89,110.39,,,2,109.89
77,109.89,110.39,,,0,
78,109.89,110.39,,,0,
79,109.89,110.39,,,0,
80,108.56,110.39,,,1,108.56
81,108.56,110.39,,,0,
82,108.56,110.39,,,0,
83,108.56,110.39,,,0,
84,109.59,110.39,,,1,109.59
85,109.59,110.56,,,0,
86,109.59,110.56,110.59,0.030000000000001137,0,
87,109.59,110.56,110.59,0.030000000000001137,0,
88,109.59,110.56,110.59,0.030000000000001137,0,
89,110.59,111.11,112.44,1.3299999999999983,1,110.59
90,111.47,111.49,112.44,0.9500000000000028,3,111.47
91,112.44,113.0,,,3,112.44
92,112.44,113.0,,,0,
93,111.94,113.0,,,2,111.94
94,111.94,113.0,,,0,
95,111.94,113.0,,,0,
96,111.94,113.0,,,0,
97,111.94,113.0,,,0,
98,111.94,113.0,,,0,
99,111.94,113.0,,,0,
100,111.22,112.94,,,1,111.22
101,111.22,112.94,,,0,
102,111.33,112.94,,,8,111.33
103,111.5,112.94,,,7,111.5
104,111.5,112.94,,,0,
105,111.5,112.94,,,0,
106,111.5,112.94,,,0,
107,111.5,112.94,,,0,
108,111.5,112.94,,,0,
109,111.5,112.94,,,0,
110,111.5,112.94,,,0,
111,111.5,112.94,,,0,
112,111.5,113.18,,,0,
113,111.5,113.18,,,0,
114,111.5,113.18,,,0,
115,110.08,113.18,,,2,110.08
116,110.88,112.94,,,5,110.88
117,110.88,112.94,,,0,
118,108.97,112.94,,,1,108.97
119,109.85,112.61,,,12,109.85
120,111.61,112.61,,,10,111.61
121,111.61,112.61,112.89,0.28000000000000114,0,
122,112.89,112.61,112.89,0.28000000000000114,1,112.89
123,112.73,112.61,112.89,0.28000000000000114,3,112.73
124,112.89,113.81,,,1,112.89
125,112.89,114.04,,,0,
126,112.89,114.16,,,0,
127,112.89,114.8,,,0,
128,112.89,114.8,,,0,
129,112.89,114.8,,,0,
130,112.89,114.8,,,0,
131,112.89,114.8,,,0,
132,112.89,114.8,,,0,
133,112.89,114.8,,,0,
134,112.89,114.8,,,0,
135,112.89,114.8,,,0,
136,112.89,114.8,,,0,
137,112.89,114.8,,,0,
138,112.89,114.8,,,0,
139,111.92,114.73,,,3,111.92
140,111.92,114.73,,,0,
141,111.92,114.73,,,0,
142,111.92,114.73,,,0,
143,112.23,114.73,,,1,112.23
144,112.23,114.73,,,0,
145,112.23,114.73,,,0,
146,112.23,114.73,,,0,
147,112.23,114.73,,,0,
148,111.1,114.73,,,1,111.1
149,112.16,114.16,,,13,112.16
150,112.16,114.16,,,0,
151,112.16,114.16,,,0,
152,112.16,114.16,,,0,
153,113.64,113.73,,,4,113.64
154,113.64,114.14,,,0,
155,114.15,115.1,,,1,114.15
156,114.15,115.1,,,0,
157,114.32,115.29,,,2,114.32
158,113.05,115.26,,,2,113.05
159,113.05,115.26,,,0,
160,114.93,117.05,,,4,114.93
161,114.93,117.05,,,0,
162,115.99,117.02,,,5,115.99
163,115.99,117.02,,,0,
164,116.9,117.87,118.01,0.14000000000000057,2,116.9
165,118.01,120.11,,,5,118.01
166,116.13,120.11,,,1,116.13
167,116.13,120.11,,,0,
168,116.13,120.11,,,0,
169,115.38,119.72,,,4,115.38
170,115.38,119.72,,,0,
171,115.38,119.72,,,0,
172,117.0,119.72,,,4,117.0
173,117.0,119.72,,,0,
174,117.0,119.72,,,0,
175,117.0,119.72,,,0,
176,117.61,118.62,,,15,117.61
177,116.33,118.62,,,2,116.33
178,116.33,118.62,,,0,
179,116.33,118.62,,,0,
180,116.33,118.62,,,0,
181,116.33,118.62,,,0,
182,116.33,118.62,,,0,
183,116.33,118.62,,,0,
184,117.91,118.34,,,1,117.91
185,117.91,118.34,,,0,
186,117.91,119.84,,,0,
187,117.91,119.84,,,0,
188,117.91,119.84,,,0,
189,117.91,119.84,,,0,
190,117.91,119.84,,,0,
191,117.91,119.84,,,0,
192,117.93,119.84,,,1,117.93
193,117.93,119.84,,,0,
194,117.93,119.84,,,0,
195,117.93,119.84,,,0,
196,117.93,119.84,,,0,
197,117.93,119.84,,,0,
198,118.48,119.48,,,3,118.48
199,118.48,119.48,,,0,
200,118.48,119.48,,,0,
201,118.48,119.48,,,0,
202,118.48,119.48,,,0,
203,118.48,119.48,,,0,
204,118.48,119.48,,,0,
205,118.48,119.48,,,0,
206,118.48,119.48,,,0,
207,118.48,119.48,,,0,
208,118.48,119.48,,,0,
209,118.48,119.48,,,0,
210,119.08,119.45,,,3,119.08
211,119.08,119.45,,,0,
212,119.08,119.45,,,0,
213,119.08,120.5,,,0,
214,119.08,120.5,,,0,
215,119.08,120.5,,,0,
216,119.08,120.5,,,0,
217,119.08,120.5,,,0,
218,119.08,120.5,,,0,
219,119.08,120.5,,,0,
220,119.37,120.5,,,2,119.37
221,119.37,120.5,,,0,
222,119.37,120.5,,,0,
223,119.37,120.5,,,0,
224,119.37,121.01,,,0,
225,118.06,121.32,,,1,118.06
226,118.94,120.08,,,13,118.94
227,118.94,120.08,,,0,
228,119.02,120.04,,,2,119.02
229,119.02,120.04,120.82,0.7799999999999869,0,
230,119.02,120.04,120.82,0.7799999999999869,0,
231,119.02,120.17,120.82,0.6499999999999915,0,
232,120.82,120.17,120.82,0.6499999999999915,2,120.82
233,120.82,121.61,,,3,120.82
234,122.36,123.34,,,2,122.36
235,121.86,123.34,,,1,121.86
236,121.86,123.45,,,0,
237,121.86,123.45,,,0,
238,121.52,123.45,,,1,121.52
239,121.52,123.45,,,0,
240,121.52,123.5,,,0,
241,121.52,123.5,,,0,
242,121.46,123.45,,,1,121.46
243,121.46,123.45,,,0,
244,121.46,123.45,,,0,
245,121.46,123.45,,,0,
246,119.79,123.45,,,1,119.79
247,120.87,123.33,,,10,120.87
248,120.87,123.33,,,0,
249,120.87,123.33,,,0,
250,120.87,123.33,,,0,
251,121.07,123.3,124.12,0.8200000000000074,3,121.07
252,124.12,123.3,124.12,0.8200000000000074,5,124.12
253,124.12,125.04,,,1,124.12
254,123.41,124.96,,,2,123.41
255,123.02,124.72,,,5,123.02
256,123.02,124.72,,,0,
257,123.02,124.72,,,0,
258,123.02,124.72,,,0,
259,123.02,124.72,,,0,
260,123.02,124.72,,,0,
261,123.02,124.73,,,0,
262,123.02,124.73,,,0,
263,123.12,124.49,,,12,123.12
264,123.06,124.49,,,6,123.06
265,123.06,124.49,,,0,
266,122.99,124.46,,,4,122.99
267,122.99,124.46,,,0,
268,122.99,124.46,,,0,
269,122.99,124.46,,,0,
270,122.99,124.46,,,0,
271,122.99,124.46,,,0,
272,122.99,124.46,,,0,
273,122.99,124.46,,,0,
274,122.99,124.46,,,0,
275,122.99,124.46,,,0,
276,122.99,124.46,,,0,
277,122.99,124.46,,,0,
278,122.99,124.52,,,0,
279,122.99,124.52,,,0,
280,124.52,124.46,,,5,124.52
281,124.52,125.97,126.49,0.519999999999996,0,
282,126.49,127.42,,,1,126.49
283,126.49,127.42,,,0,
284,128.25,129.24,,,1,128.25
285,128.25,129.24,,,0,
286,128.25,129.24,,,0,
287,128.25,129.24,,,0,
288,129.41,129.81,,,5,129.41
289,129.41,129.91,,,0,
290,129.41,130.0,,,0,
291,129.41,130.0,,,0,
292,131.27,131.7,,,2,131.27
293,131.27,133.14,,,0,
294,131.27,133.14,,,0,
295,131.27,133.14,,,0,
296,131.27,133.14,,,0,
297,131.27,133.14,,,0,
298,131.27,133.14,,,0,
299,131.27,133.14,,,0,
300,131.27,133.14,,,0,
301,131.27,133.14,,,0,
302,131.27,133.14,,,0,
303,131.27,133.14,,,0,
304,131.27,133.14,,,0,
305,131.27,133.14,,,0,
306,131.27,133.14,,,0,
307,131.27,133.14,,,0,
308,130.0,133.14,,,1,130.0
309,130.82,131.93,,,11,130.82
310,130.82,131.93,,,0,
311,130.82,131.93,,,0,
312,130.82,131.93,,,0,
313,130.18,131.77,,,5,130.18
314,130.23,131.77,,,24,130.23
315,130.25,131.77,,,18,130.25
316,130.26,131.77,,,22,130.26
317,130.01,131.77,,,12,130.01
318,130.14,131.77,,,15,130.14
319,130.14,131.77,,,0,
320,130.52,131.77,,,1,130.52
321,130.52,131.77,,,0,
322,130.52,131.77,,,0,
323,131.36,131.7,,,5,131.36
324,131.36,131.86,,,0,
325,131.36,131.86,,,0,
326,131.36,131.86,,,0,
327,131.36,133.18,,,0,
328,131.36,133.18,,,0,
329,131.36,133.18,,,0,
330,131.36,133.29,,,0,
331,131.36,133.29,,,0,
332,131.36,133.29,,,0,
333,131.36,133.29,,,0,
334,131.36,133.29,,,0,
335,131.36,133.29,,,0,
336,131.36,133.29,,,0,
337,131.36,133.29,,,0,
338,131.36,133.29,,,0,
339,131.36,133.29,,,0,
340,131.36,133.29,,,0,
341,131.36,133.29,,,0,
342,131.36,133.29,,,0,
343,131.36,133.33,,,0,
344,131.36,133.33,,,0,
345,131.36,133.33,,,0,
346,131.36,133.33,,,0,
347,131.36,133.33,,,0,
348,131.05,133.33,,,1,131.05
349,131.05,133.33,,,0,
350,131.05,133.33,,,0,
351,131.05,133.33,,,0,
352,131.05,133.33,,,0,
353,131.05,133.33,,,0,
354,131.05,133.33,,,0,
355,131.05,133.33,,,0,
356,131.05,133.33,,,0,
357,131.05,133.33,,,0,
358,131.05,133.33,,,0,
359,131.05,133.33,,,0,
360,131.05,133.33,,,0,
361,131.05,133.33,,,0,
362,131.05,133.33,,,0,
363,131.05,133.33,,,0,
364,131.05,133.33,,,0,
365,131.05,133.33,,,0,
366,131.05,133.33,,,0,
367,131.05,133.33,,,0,
368,131.05,133.33,,,0,
369,131.05,133.33,,,0,
370,131.05,133.33,,,0,
371,131.05,133.33,,,0,
372,131.05,133.33,,,0,
373,131.05,133.33,,,0,
374,131.05,133.33,,,0,
375,131.05,133.33,,,0,
376,131.05,133.33,,,0,
377,131.05,133.33,,,0,
378,131.05,133.33,,,0,
379,131.05,133.33,,,0,
380,131.05,133.33,,,0,
381,131.05,133.33,,,0,
382,131.05,133.33,,,0,
383,131.05,133.33,,,0,
384,131.05,133.33,,,0,
385,131.05,133.33,,,0,
386,131.05,133.33,,,0,
387,131.05,133.33,,,0,
388,131.05,133.33,,,0,
389,131.05,133.33,,,0,
390,131.05,133.33,,,0,
391,131.05,133.33,,,0,
392,131.05,133.33,,,0,
393,131.05,133.33,,,0,
394,131.05,133.33,,,0,
395,131.05,133.33,,,0,
396,131.05,133.33,,,0,
397,131.05,133.33,,,0,
398,131.05,133.33,,,0,
399,131.05,133.33,,,0,
400,131.4,133.29,,,1,131.4
401,131.4,133.29,,,0,
402,131.4,133.29,,,0,
403,131.4,133.29,,,0,
404,131.4,133.29,,,0,
405,131.4,133.29,,,0,
406,131.4,133.29,,,0,
407,131.4,133.29,,,0,
408,131.4,133.29,,,0,
409,131.4,133.29,,,0,
410,131.4,133.29,,,0,
411,131.4,133.29,,,0,
412,131.4,133.29,,,0,
413,131.4,133.29,,,0,
414,131.4,133.36,,,0,
415,131.4,133.36,,,0,
416,131.4,133.36,,,0,
417,131.4,133.36,,,0,
418,131.4,133.36,,,0,
419,131.4,133.36,,,0,
420,131.4,133.36,,,0,
421,131.4,133.36,,,0,
422,131.4,133.36,,,0,
423,131.4,133.36,,,0,
424,131.4,133.36,,,0,
425,131.4,133.36,,,0,
426,131.4,133.36,,,0,
427,131.4,133.36,,,0,
428,131.4,133.36,,,0,
429,131.4,133.36,,,0,
430,131.4,133.36,,,0,
431,130.44,133.29,,,1,130.44
432,130.44,133.29,,,0,
433,130.44,133.29,,,0,
434,130.44,133.29,,,0,
