time,price,bid,ask,spread,volume,last_trade_price
1,99.22,100.49,100.75,0.2600000000000051,11,99.22
2,100.75,100.78,101.19,0.4099999999999966,2,100.75
3,100.79,100.78,101.19,0.4099999999999966,9,100.79
4,100.7,100.78,100.95,0.1700000000000017,4,100.7
5,100.7,100.78,100.95,0.1700000000000017,0,
6,101.32,101.29,101.34,0.04999999999999716,17,101.32
7,101.35,101.63,101.75,0.12000000000000455,2,101.35
8,101.35,101.63,101.65,0.020000000000010232,0,
9,101.81,101.63,101.81,0.18000000000000682,9,101.81
10,101.71,101.63,101.71,0.0799999999999983,7,101.71
11,100.82,101.35,101.71,0.35999999999999943,6,100.82
12,101.81,101.35,101.81,0.46000000000000796,7,101.81
13,103.49,103.45,103.49,0.03999999999999204,28,103.49
14,103.62,103.92,104.98,1.0600000000000023,7,103.62
15,105.15,105.94,,,6,105.15
16,104.23,105.26,105.44,0.1799999999999926,12,104.23
17,105.44,107.28,107.73,0.45000000000000284,2,105.44
18,105.78,107.28,107.66,0.37999999999999545,10,105.78
19,107.73,109.37,109.38,0.009999999999990905,5,107.73
20,108.14,108.72,108.96,0.23999999999999488,27,108.14
21,107.42,108.31,108.96,0.6499999999999915,23,107.42
22,109.18,108.31,109.18,0.8700000000000045,7,109.18
23,108.05,108.14,109.18,1.0400000000000063,13,108.05
24,109.18,108.32,109.18,0.8600000000000136,16,109.18
25,109.49,108.32,109.49,1.1700000000000017,26,109.49
26,107.64,107.46,109.49,2.030000000000001,23,107.64
27,106.54,107.42,109.49,2.069999999999993,21,106.54
28,108.42,108.04,108.57,0.5299999999999869,2,108.42
29,108.3,108.16,108.3,0.14000000000000057,7,108.3
30,108.3,108.48,108.57,0.0899999999999892,5,108.3
31,107.49,107.42,107.49,0.06999999999999318,17,107.49
32,107.52,107.42,107.52,0.09999999999999432,8,107.52
33,107.92,107.42,107.92,0.5,9,107.92
34,105.77,107.21,107.92,0.710000000000008,9,105.77
35,106.16,107.16,107.9,0.7400000000000091,13,106.16
36,105.87,107.16,107.9,0.7400000000000091,6,105.87
37,108.83,107.28,108.83,1.5499999999999972,23,108.83
38,108.88,108.67,108.88,0.20999999999999375,22,108.88
39,108.91,108.67,108.91,0.23999999999999488,9,108.91
40,108.7,108.67,108.7,0.030000000000001137,8,108.7
41,107.49,107.82,108.7,0.8800000000000097,11,107.49
42,107.05,108.09,108.7,0.6099999999999994,5,107.05
43,108.7,108.09,108.7,0.6099999999999994,5,108.7
44,108.7,108.32,108.7,0.38000000000000966,0,
45,109.0,108.32,109.0,0.6800000000000068,14,109.0
46,107.61,107.82,108.81,0.9900000000000091,14,107.61
47,109.1,109.03,109.1,0.06999999999999318,5,109.1
48,107.48,107.69,107.72,0.030000000000001137,5,107.48
49,107.75,107.69,107.75,0.060000000000002274,7,107.75
50,106.53,107.69,107.75,0.060000000000002274,11,106.53
51,107.75,107.69,107.75,0.060000000000002274,20,107.75
52,107.63,107.7,107.75,0.04999999999999716,3,107.63
53,107.63,107.7,107.75,0.04999999999999716,0,
54,106.48,107.2,107.75,0.5499999999999972,27,106.48
55,106.51,106.97,107.75,0.7800000000000011,25,106.51
56,106.77,107.06,107.56,0.5,9,106.77
57,106.59,107.12,107.56,0.4399999999999977,6,106.59
58,108.19,107.12,108.19,1.0699999999999932,18,108.19
59,107.07,107.12,108.19,1.0699999999999932,9,107.07
60,106.4,108.02,108.19,0.1700000000000017,3,106.4
61,108.19,108.02,108.19,0.1700000000000017,13,108.19
62,107.37,107.12,107.37,0.25,7,107.37
63,107.44,108.17,108.19,0.01999999999999602,6,107.44
64,107.48,108.05,108.19,0.14000000000000057,4,107.48
65,108.3,108.05,108.3,0.25,14,108.3
66,108.38,108.05,108.38,0.3299999999999983,21,108.38
67,106.95,108.05,108.38,0.3299999999999983,15,106.95
68,108.57,108.24,108.57,0.3299999999999983,9,108.57
69,106.91,106.95,108.57,1.6199999999999903,28,106.91
