time,price,bid,ask,spread,volume,last_trade_price
1,100.0,99.84,,,0,
2,100.27,101.59,,,3,100.27
3,100.26,99.84,102.04,2.200000000000003,4,100.26
4,100.26,101.14,102.04,0.9000000000000057,0,
5,102.04,101.47,102.26,0.7900000000000063,1,102.04
6,102.4,101.47,102.4,0.9300000000000068,5,102.4
7,102.4,101.47,102.19,0.7199999999999989,0,
8,102.64,102.3,102.64,0.3400000000000034,7,102.64
9,101.04,101.48,101.7,0.21999999999999886,5,101.04
10,101.04,101.48,101.7,0.21999999999999886,0,
11,101.7,101.48,101.9,0.4200000000000017,5,101.7
12,102.64,102.91,,,8,102.64
13,102.64,103.14,,,0,
14,102.2,103.14,,,4,102.2
15,102.24,102.24,,,12,102.24
16,102.24,103.01,,,0,
17,102.2,104.37,,,1,102.2
18,100.83,103.43,,,4,100.83
19,102.66,102.84,103.31,0.46999999999999886,11,102.66
20,103.07,102.84,103.07,0.22999999999998977,2,103.07
21,102.68,102.68,103.07,0.38999999999998636,12,102.68
22,103.31,102.68,103.31,0.6299999999999955,3,103.31
23,101.49,102.2,103.31,1.1099999999999994,8,101.49
24,103.03,102.2,103.03,0.8299999999999983,2,103.03
25,103.03,102.2,102.43,0.23000000000000398,0,
26,103.31,103.87,104.0,0.12999999999999545,9,103.31
27,104.27,103.87,105.72,1.8499999999999943,11,104.27
28,103.05,102.2,103.06,0.8599999999999994,8,103.05
29,103.95,103.87,103.95,0.0799999999999983,6,103.95
30,102.65,103.65,103.95,0.29999999999999716,10,102.65
31,101.73,103.11,103.2,0.09000000000000341,4,101.73
32,101.31,102.21,103.2,0.9900000000000091,4,101.31
33,101.12,102.19,103.2,1.0100000000000051,7,101.12
34,104.19,104.41,105.54,1.1300000000000097,8,104.19
35,105.13,104.41,105.27,0.8599999999999994,5,105.13
36,102.84,102.34,102.84,0.5,17,102.84
37,102.84,103.59,103.81,0.21999999999999886,2,102.84
38,104.19,105.09,105.27,0.1799999999999926,4,104.19
39,105.54,105.09,105.54,0.45000000000000284,10,105.54
40,104.03,105.03,105.05,0.01999999999999602,10,104.03
41,104.66,104.6,104.66,0.060000000000002274,6,104.66
42,105.05,104.6,105.54,0.9400000000000119,8,105.05
43,104.6,104.6,104.63,0.030000000000001137,6,104.6
44,104.6,104.6,104.63,0.030000000000001137,0,
45,104.63,104.6,104.69,0.09000000000000341,1,104.63
46,103.35,104.6,104.69,0.09000000000000341,1,103.35
47,104.81,104.6,105.06,0.46000000000000796,6,104.81
48,105.54,104.6,105.72,1.1200000000000045,6,105.54
49,105.72,105.73,106.24,0.5099999999999909,9,105.72
50,105.63,105.73,105.91,0.1799999999999926,4,105.63
51,106.73,107.36,,,13,106.73
52,106.72,107.69,,,1,106.72
53,105.52,107.36,,,10,105.52
54,105.31,106.84,106.91,0.06999999999999318,2,105.31
55,105.31,106.84,106.91,0.06999999999999318,0,
56,105.31,106.84,106.91,0.06999999999999318,0,
57,106.91,107.38,,,1,106.91
58,106.41,107.41,,,3,106.41
59,104.98,107.41,,,3,104.98
60,104.98,107.41,,,0,
61,104.98,107.41,,,0,
62,105.95,106.84,,,7,105.95
63,105.95,106.84,,,0,
64,106.84,106.84,107.3,0.45999999999999375,1,106.84
65,107.3,108.3,108.81,0.5100000000000051,2,107.3
66,108.98,109.98,,,4,108.98
67,109.13,110.09,,,6,109.13
68,108.2,109.86,,,8,108.2
69,109.24,109.68,110.95,1.269999999999996,6,109.24
70,109.75,109.68,110.95,1.269999999999996,10,109.75
71,110.95,111.94,112.67,0.730000000000004,5,110.95
72,111.37,111.94,112.67,0.730000000000004,5,111.37
73,111.37,111.94,112.67,0.730000000000004,0,
74,112.67,113.08,113.78,0.7000000000000028,5,112.67
75,114.05,115.59,,,4,114.05
76,112.44,113.08,113.52,0.4399999999999977,3,112.44
77,114.74,114.88,,,6,114.74
78,114.24,115.71,,,1,114.24
79,113.46,115.44,,,3,113.46
80,112.42,115.32,,,1,112.42
81,112.42,115.24,,,4,112.42
82,112.42,115.24,,,0,
83,114.58,115.24,,,5,114.58
84,114.58,115.83,,,0,
85,112.81,115.24,,,2,112.81
86,112.81,115.24,,,0,
87,111.57,115.24,,,3,111.57
88,113.85,115.11,,,5,113.85
89,113.85,115.11,115.56,0.45000000000000284,0,
90,113.85,115.11,115.56,0.45000000000000284,0,
91,115.56,116.72,117.51,0.7900000000000063,4,115.56
92,118.04,117.69,118.04,0.3500000000000085,5,118.04
93,117.21,117.92,118.04,0.12000000000000455,2,117.21
94,118.04,118.7,119.54,0.8400000000000034,4,118.04
95,117.87,118.59,119.54,0.9500000000000028,5,117.87
96,120.05,119.56,120.05,0.4899999999999949,6,120.05
97,118.86,119.71,120.05,0.3400000000000034,3,118.86
98,120.05,120.97,,,1,120.05
99,120.05,120.97,,,0,
100,120.09,121.22,,,2,120.09
101,120.09,121.91,,,0,
102,120.09,121.91,,,0,
103,120.09,121.91,,,0,
104,120.69,121.91,,,2,120.69
105,120.79,121.91,,,1,120.79
106,120.79,121.91,,,0,
107,119.89,121.91,,,2,119.89
108,119.89,121.91,,,0,
109,119.89,121.91,,,0,
110,119.89,121.91,,,0,
111,119.89,121.91,,,0,
112,119.89,121.91,,,0,
113,119.89,121.91,,,0,
114,119.89,121.91,,,0,
115,118.23,121.91,,,1,118.23
116,119.32,121.85,,,6,119.32
117,120.25,121.85,,,9,120.25
118,120.25,121.85,,,0,
119,120.25,121.85,122.19,0.3400000000000034,0,
120,122.19,122.61,,,1,122.19
121,123.47,124.39,,,2,123.47
122,123.47,124.39,,,0,
123,123.47,124.39,,,0,
124,123.47,124.39,,,0,
125,123.47,124.39,,,0,
126,123.47,124.39,,,0,
127,123.47,124.39,,,0,
128,123.26,124.31,,,2,123.26
129,123.26,124.96,,,0,
130,123.26,124.96,,,0,
131,123.26,125.0,,,0,
132,123.26,125.0,,,0,
133,122.37,125.0,,,1,122.37
134,123.82,124.47,,,12,123.82
135,123.05,124.31,125.46,1.1499999999999915,5,123.05
136,126.06,126.39,,,2,126.06
137,126.06,126.56,,,0,
138,125.78,126.56,,,5,125.78
139,124.43,126.46,,,4,124.43
140,122.7,126.46,,,2,122.7
141,122.87,126.46,,,2,122.87
142,122.87,126.46,,,0,
143,122.87,126.46,,,0,
144,122.87,126.46,,,0,
145,122.87,126.46,,,0,
